	0	1	2	3	4	5	6	7	8	9
0	lemma	bet_1	bet_2	cosine	onto	frame	score	main_sense	figurative	label
240	arbejdsdyr	1	1.a	0	1	0	1	1	1	1
241	arbejdsplads	1	1.a	0.4177889823913574	1	0	1	1	0	1
242	arbejdsplads	1	2	0.56411013007164	0	0	2	0	0	1
243	arbejdsplads	1.a	2	0.6584045588970184	0	0	3	0	0	1
244	arbejdstid	1	2	0.5075273811817169	2	0	0	0	0	1
245	arbejdsuge	1	2	0.9892274187877774	2	0	1	0	0	1
246	arena	1	1.a	0.4279119372367859	1	0	0	1	0	0
247	arena	1	1.b	0.702688455581665	1	0	0	1	1	1
248	arena	1	1.c	0.8142955452203751	2	0	7	1	1	1
249	arena	1.a	1.b	0.6494960784912109	2	0	0	1	1	1
250	arena	1.a	1.c	0.8698567301034927	1	0	7	1	1	1
251	arena	1.b	1.c	0.6086465418338776	1	0	7	1	2	1
252	arkitekt	1	1.a	0.5116878151893616	3	0	2	1	0	0
253	arkitektur	1	2	0.5147339105606079	0	0	3	0	0	1
254	arkiv	1	1.a	0.528911828994751	1	0	0	1	0	1
255	arm	1	1.a	0.49830126762390137	0	0	16	1	0	0
256	arm	1	2	0.3973420262336731	0	0	17	0	0	1
257	arm	1	3	0.37101709842681885	0	0	17	0	0	1
258	arm	1.a	2	0.7108477056026459	0	0	1	0	0	1
259	arm	1.a	3	0.7079750299453735	0	0	1	0	0	1
260	arm	2	3	0.1940077543258667	2	0	0	0	0	1
261	arrogant	1	1.a	0.5916543006896973	0	0	7	1	0	0
262	arsenal	1.a	1.b	0.5974762737751007	2	0	2	1	1	1
263	art	1	2	0.5443408489227295	0	0	9	0	0	1
264	artikel	1	2	0.48380953073501587	3	0	2	0	0	1
265	artikel	1	3	0.3746525049209595	0	0	1	0	0	1
266	artikel	2	3	0.627509355545044	0	0	1	0	0	1
267	artikulere	1	1.a	0.9833426475524902	0	0	2	1	0	0
268	artikulere	1	2	0.9198957532644272	2	0	2	0	0	1
269	artikulere	1.a	2	0.7287671864032745	0	0	4	0	0	1
270	arv	1	1.a	0.9216793105006218	0	0	0	1	0	0
271	arv	1	2	0.4278196692466736	0	0	2	0	0	1
272	arv	1	2.a	0.5936235189437866	0	0	0	0	0	1
273	arv	1	3	0.4280763864517212	0	0	3	0	0	1
274	arv	1.a	2	0.7804708629846573	0	0	2	0	0	1
